run_id,solver_hash,model,i_Dw,Dw,Omega,k,V,r,status,jump
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,8.2540418527e-02,1.770116278591e-01,4.662994150447e-01,4.264826e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.0000000000e-01,2.144546539540e-01,4.662990434399e-01,6.206989e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.2115276586e-01,2.598180173350e-01,4.662985542940e-01,9.041372e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.4677992676e-01,3.147771568680e-01,4.662978985600e-01,1.317930e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.7782794100e-01,3.813619625619e-01,4.662970051058e-01,1.922137e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.1544346900e-01,4.620317887338e-01,4.662957706733e-01,2.804368e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.6101572157e-01,5.597663623017e-01,4.662940454210e-01,4.092205e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.1622776602e-01,6.781759687667e-01,4.662916124733e-01,5.970963e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.8311868496e-01,8.216350314095e-01,4.662881575272e-01,8.708773e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,4.6415888336e-01,9.954440845297e-01,4.662832303439e-01,1.269126e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,5.6234132519e-01,1.206026257514e+00,4.662761873440e-01,1.846773e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,6.8129206906e-01,1.461165713060e+00,4.662661209255e-01,2.680640e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,8.2540418527e-01,1.770297175076e+00,4.662517665898e-01,3.870157e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.0000000000e+00,2.144859039678e+00,4.662311049356e-01,5.134573e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.2115276586e+00,2.598715859090e+00,4.662024339410e-01,6.093921e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.4677992676e+00,3.148683291472e+00,4.661628788126e-01,7.139076e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.7782794100e+00,3.815153953468e+00,4.661094759813e-01,8.249156e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.1544346900e+00,4.622857977345e+00,4.660395583403e-01,9.362676e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.6101572157e+00,5.601776703320e+00,4.659516710360e-01,1.038575e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.1622776602e+00,6.788236163047e+00,4.658467360612e-01,1.120140e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.8311868496e+00,8.226216112663e+00,4.657289326085e-01,1.169374e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,4.6415888336e+00,9.968929786456e+00,4.656055296847e-01,1.178292e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,5.6234132519e+00,1.208075353863e+01,4.654853055252e-01,1.145443e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,6.8129206906e+00,1.463959982134e+01,4.653761560235e-01,1.076451e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,8.2540418527e+00,1.773982446693e+01,4.652831750430e-01,9.818036e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.0000000000e+01,2.149575669781e+01,4.652080938848e-01,8.733550e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.2115276586e+01,2.604595892070e+01,4.651499537097e-01,7.614306e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.4677992676e+01,3.155836284413e+01,4.651062778103e-01,6.534413e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.7782794100e+01,3.823647418318e+01,4.650741073875e-01,5.538052e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.1544346900e+01,4.632688271254e+01,4.650506496196e-01,4.645511e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,2.6101572157e+01,5.612836115566e+01,4.650335698282e-01,3.860921e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.1622776602e+01,6.800289199569e+01,4.650210553353e-01,3.179089e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,3.8311868496e+01,8.238903019307e+01,4.650117668067e-01,2.590601e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,4.6415888336e+01,9.981809499872e+01,4.650047502582e-01,2.085250e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,5.6234132519e+01,1.209337882143e+02,4.649993467449e-01,1.654023e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,6.8129206906e+01,1.465159630886e+02,4.649951136354e-01,1.289828e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,8.2540418527e+01,1.775094217819e+02,4.649917604274e-01,9.871525e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,23,1.9952623150e+00,1.0000000000e+02,2.150588056787e+02,4.649890976769e-01,7.410476e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e-03,2.144536483872e-03,4.663012299023e-01,1.535428e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.2115276586e-03,2.598165358103e-03,4.663012132196e-01,2.023721e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.4677992676e-03,3.147749317849e-03,4.663011947296e-01,2.683604e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.7782794100e-03,3.813585528246e-03,4.663011742801e-01,3.581199e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.1544346900e-03,4.620264566351e-03,4.663011520428e-01,4.810049e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.6101572157e-03,5.597578608435e-03,4.663011273748e-01,6.503051e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.1622776602e-03,6.781621702257e-03,4.663011000917e-01,8.849735e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.8311868496e-03,8.216122789164e-03,4.663010702092e-01,1.212131e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,4.6415888336e-03,9.954060711912e-03,4.663010371293e-01,1.670697e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,5.6234132519e-03,1.205962081222e-02,4.663010006254e-01,2.316668e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,6.8129206906e-03,1.461056543091e-02,4.663009602741e-01,3.230791e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,8.2540418527e-03,1.770110582295e-02,4.663009156174e-01,4.529720e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e-02,2.144538156913e-02,4.663008661220e-01,6.382285e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.2115276586e-02,2.598167598493e-02,4.663008111298e-01,9.033187e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.4677992676e-02,3.147752321055e-02,4.663007498411e-01,1.283756e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.7782794100e-02,3.813589560161e-02,4.663006812836e-01,1.831145e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.1544346900e-02,4.620269994493e-02,4.663006042070e-01,2.620544e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.6101572157e-02,5.597585935509e-02,4.663005170005e-01,3.761230e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.1622776602e-02,6.781631629130e-02,4.663004175257e-01,5.412425e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.8311868496e-02,8.216136308357e-02,4.663003029368e-01,7.806290e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,4.6415888336e-02,9.954079236809e-02,4.663001693265e-01,1.128154e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,5.6234132519e-02,1.205964639879e-01,4.663000112896e-01,1.633262e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,6.8129206906e-02,1.461060111983e-01,4.662998212533e-01,2.368160e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,8.2540418527e-02,1.770115620196e-01,4.662995884848e-01,3.438332e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e-01,2.144545370137e-01,4.662992977090e-01,4.997914e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.2115276586e-01,2.598178096820e-01,4.662989269718e-01,7.272151e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.4677992676e-01,3.147767882105e-01,4.662984446745e-01,1.059019e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.7782794100e-01,3.813613082939e-01,4.662978050905e-01,1.543286e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.1544346900e-01,4.620306281145e-01,4.662969420067e-01,2.250224e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.6101572157e-01,5.597643048116e-01,4.662957593484e-01,3.282235e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.1622776602e-01,6.781723250657e-01,4.662941177763e-01,4.788459e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.8311868496e-01,8.216285859836e-01,4.662918154157e-01,6.985561e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,4.6415888336e-01,9.954327056403e-01,4.662885604735e-01,1.018708e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,5.6234132519e-01,1.206006223497e+00,4.662839330627e-01,1.484377e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,6.8129206906e-01,1.461130578071e+00,4.662773329660e-01,2.159498e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,8.2540418527e-01,1.770235893988e+00,4.662679070462e-01,3.128809e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e+00,2.144752509169e+00,4.662542627763e-01,4.171185e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.2115276586e+00,2.598533671323e+00,4.662351202136e-01,4.989695e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.4677992676e+00,3.148376858705e+00,4.662082506304e-01,5.910823e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.7782794100e+00,3.814650099157e+00,4.661710415935e-01,6.935538e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.1544346900e+00,4.622054557282e+00,4.661205668024e-01,8.035601e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.6101572157e+00,5.600546249282e+00,4.660540417851e-01,9.154547e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.1622776602e+00,6.786445147792e+00,4.659696779834e-01,1.020425e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.8311868496e+00,8.223763443699e+00,4.658678323843e-01,1.107079e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,4.6415888336e+00,9.965794685712e+00,4.657520027246e-01,1.163541e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,5.6234132519e+00,1.207702737035e+01,4.656289233649e-01,1.180825e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,6.8129206906e+00,1.463547695536e+01,4.655072541441e-01,1.156036e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,8.2540418527e+00,1.773555222724e+01,4.653952550743e-01,1.093484e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e+01,2.149157207475e+01,4.652986745325e-01,1.002951e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.2115276586e+01,2.604204319811e+01,4.652198943885e-01,8.962844e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.4677992676e+01,3.155482618220e+01,4.651584068779e-01,7.842680e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.7782794100e+01,3.823336325954e+01,4.651119489456e-01,6.749269e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.1544346900e+01,4.632419836879e+01,4.650775978637e-01,5.732347e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,2.6101572157e+01,5.612607633360e+01,4.650525007607e-01,4.816314e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.1622776602e+01,6.800096560623e+01,4.650342288490e-01,4.007942e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,3.8311868496e+01,8.238741645428e+01,4.650208750851e-01,3.303507e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,4.6415888336e+01,9.981674861184e+01,4.650110225151e-01,2.694281e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,5.6234132519e+01,1.209326673383e+02,4.650036566359e-01,2.170276e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,6.8129206906e+01,1.465150306076e+02,4.649980730528e-01,1.722482e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,8.2540418527e+01,1.775086457724e+02,4.649937932185e-01,1.343768e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,24,2.5118864315e+00,1.0000000000e+02,2.150581593815e+02,4.649904950717e-01,1.028630e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e-03,2.144536483410e-03,4.663012300028e-01,1.351535e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.2115276586e-03,2.598165357949e-03,4.663012132472e-01,1.771662e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.4677992676e-03,3.147749317189e-03,4.663011948273e-01,2.336766e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.7782794100e-03,3.813585526538e-03,4.663011744889e-01,3.101956e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.1544346900e-03,4.620264565958e-03,4.663011520824e-01,4.144954e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.6101572157e-03,5.597578607054e-03,4.663011274899e-01,5.575854e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.1622776602e-03,6.781621699118e-03,4.663011003076e-01,7.551212e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.8311868496e-03,8.216122784856e-03,4.663010704537e-01,1.029443e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,4.6415888336e-03,9.954060704140e-03,4.663010374934e-01,1.412525e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,5.6234132519e-03,1.205962079878e-02,4.663010011451e-01,1.950255e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,6.8129206906e-03,1.461056541095e-02,4.663009609109e-01,2.708643e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,8.2540418527e-03,1.770110578063e-02,4.663009167322e-01,3.782837e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e-02,2.144538149410e-02,4.663008677533e-01,5.310250e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.2115276586e-02,2.598167585215e-02,4.663008135129e-01,7.489647e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.4677992676e-02,3.147752297404e-02,4.663007533447e-01,1.060897e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.7782794100e-02,3.813589518207e-02,4.663006864134e-01,1.508587e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.1544346900e-02,4.620269919953e-02,4.663006117300e-01,2.152689e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.6101572157e-02,5.597585802560e-02,4.663005280757e-01,3.081376e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.1622776602e-02,6.781631394039e-02,4.663004336903e-01,4.422947e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.8311868496e-02,8.216135890705e-02,4.663003266404e-01,6.364242e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,4.6415888336e-02,9.954078494715e-02,4.663002040899e-01,9.177549e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,5.6234132519e-02,1.205964508055e-01,4.663000622610e-01,1.325994e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,6.8129206906e-02,1.461059877802e-01,4.662998959925e-01,1.919076e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,8.2540418527e-02,1.770115204302e-01,4.662996980435e-01,2.781573e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e-01,2.144544631150e-01,4.662994583907e-01,4.036983e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.2115276586e-01,2.598176784242e-01,4.662991625422e-01,5.865694e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.4677992676e-01,3.147765551267e-01,4.662987899563e-01,8.531234e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.7782794100e-01,3.813608944679e-01,4.662983110841e-01,1.241858e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.1544346900e-01,4.620298936345e-01,4.662976832699e-01,1.808998e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.6101572157e-01,5.597630017723e-01,4.662968448108e-01,2.636625e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.1622776602e-01,6.781700147724e-01,4.662957062809e-01,3.844443e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.8311868496e-01,8.216244933705e-01,4.662941380728e-01,5.606772e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,4.6415888336e-01,9.954254645951e-01,4.662919524066e-01,8.176802e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,5.6234132519e-01,1.205993434422e+00,4.662888778164e-01,1.192060e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,6.8129206906e-01,1.461108046946e+00,4.662845232302e-01,1.736189e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,8.2540418527e-01,1.770196337659e+00,4.662783261430e-01,2.520470e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e+00,2.144683082559e+00,4.662693561264e-01,3.367615e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.2115276586e+00,2.598413331640e+00,4.662567128471e-01,4.049698e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.4677992676e+00,3.148170574681e+00,4.662387989478e-01,4.832719e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.7782794100e+00,3.814301853120e+00,4.662136030436e-01,5.729542e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.1544346900e+00,4.621479017665e+00,4.661786155032e-01,6.734390e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.6101572157e+00,5.599622210057e+00,4.661309491548e-01,7.822662e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.1622776602e+00,6.785017324338e+00,4.660677355716e-01,8.943644e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.8311868496e+00,8.221662122626e+00,4.659869005093e-01,1.001536e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,4.6415888336e+00,9.962879634098e+00,4.658882776950e-01,1.092785e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,5.6234132519e+00,1.207324781199e+01,4.657746895844e-01,1.156091e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,6.8129206906e+00,1.463091869906e+01,4.656522827248e-01,1.181601e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,8.2540418527e+00,1.773043779477e+01,4.655295006373e-01,1.165025e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e+01,2.148620600281e+01,4.654148805375e-01,1.109289e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.2115276586e+01,2.603673216254e+01,4.653147910672e-01,1.023326e-03,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.4677992676e+01,3.154981513555e+01,4.652322878330e-01,9.188474e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.7782794100e+01,3.822880871941e+01,4.651673618948e-01,8.070303e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.1544346900e+01,4.632017347097e+01,4.651180098413e-01,6.965035e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,2.6101572157e+01,5.612259174700e+01,4.650813753308e-01,5.928193e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.1622776602e+01,6.799799271659e+01,4.650545602646e-01,4.988624e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,3.8311868496e+01,8.238490591077e+01,4.650350458258e-01,4.156052e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,4.6415888336e+01,9.981464324662e+01,4.650208308759e-01,3.428486e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,5.6234132519e+01,1.209309096469e+02,4.650104153127e-01,2.798079e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,6.8129206906e+01,1.465135668860e+02,4.650027185457e-01,2.255198e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,8.2540418527e+01,1.775074280644e+02,4.649969830945e-01,1.790899e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,25,3.1622776602e+00,1.0000000000e+02,2.150571462366e+02,4.649926856650e-01,1.397992e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.0000000000e-03,2.144536483102e-03,4.663012300698e-01,1.205550e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.2115276586e-03,2.598165357855e-03,4.663012132640e-01,1.571546e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.4677992676e-03,3.147749316082e-03,4.663011949913e-01,2.061382e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.7782794100e-03,3.813585525242e-03,4.663011746474e-01,2.721419e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,2.1544346900e-03,4.620264565240e-03,4.663011521549e-01,3.616814e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,2.6101572157e-03,5.597578606642e-03,4.663011275242e-01,4.839545e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,3.1622776602e-03,6.781621697887e-03,4.663011003922e-01,6.519977e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,3.8311868496e-03,8.216122782835e-03,4.663010705684e-01,8.843539e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,4.6415888336e-03,9.954060699301e-03,4.663010377201e-01,1.207481e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,5.6234132519e-03,1.205962079024e-02,4.663010014755e-01,1.659236e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,6.8129206906e-03,1.461056539197e-02,4.663009615169e-01,2.293922e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,8.2540418527e-03,1.770110575397e-02,4.663009174345e-01,3.189607e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.0000000000e-02,2.144538144662e-02,4.663008687856e-01,4.458746e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,B,26,3.9810717055e+00,1.2115276586e-02,2.598167576797e-02,4.663008150237e-01,6.263615e-08,resolved_min,0
