run_id,solver_hash,model,i_Dw,Dw,Omega,k,V,r,status,jump
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,6.8129206906e-03,1.461038755724e-02,4.663066372393e-01,1.272038e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,8.2540418527e-03,1.770079011048e-02,4.663092325913e-01,1.813780e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.0000000000e-02,2.144482182862e-02,4.663130372412e-01,2.592196e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.2115276586e-02,2.598068529368e-02,4.663185920362e-01,3.709932e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.4677992676e-02,3.147577410155e-02,4.663266621772e-01,5.311174e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.7782794100e-02,3.813281860159e-02,4.663383078545e-01,7.594739e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.1544346900e-02,4.619731470064e-02,4.663549611039e-01,1.082716e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.6101572157e-02,5.596650272693e-02,4.663784743560e-01,1.535070e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.1622776602e-02,6.780022427761e-02,4.664110913882e-01,2.157617e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.8311868496e-02,8.213407031282e-02,4.664552523655e-01,2.994455e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,4.6415888336e-02,9.949535325207e-02,4.665131266837e-01,4.083907e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,5.6234132519e-02,1.205225923672e-01,4.665858194263e-01,5.444111e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,6.8129206906e-02,1.459893592140e-01,4.666724155282e-01,7.056037e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,8.2540418527e-02,1.768334350308e-01,4.667692991001e-01,8.852320e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.0000000000e-01,2.141922128740e-01,4.668703808519e-01,1.072251e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.2115276586e-01,2.594452875387e-01,4.669684580214e-01,1.253815e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.4677992676e-01,3.142654477431e-01,4.670571576237e-01,1.418729e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.7782794100e-01,3.806799343180e-01,4.671324253600e-01,1.560013e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.1544346900e-01,4.611445560098e-01,4.671929142293e-01,1.675527e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.6101572157e-01,5.586337778579e-01,4.672394185850e-01,1.766929e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.1622776602e-01,6.767502737466e-01,4.672739388285e-01,1.838032e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.8311868496e-01,8.198579324805e-01,4.672988694475e-01,1.893376e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,4.6415888336e-01,9.932431226443e-01,4.673164835268e-01,1.937337e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,5.6234132519e-01,1.203310062853e+00,4.673286981887e-01,1.973702e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,6.8129206906e-01,1.457817466905e+00,4.673370188825e-01,2.005356e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,8.2540418527e-01,1.766165192209e+00,4.673425729989e-01,2.031662e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.0000000000e+00,2.139741648950e+00,4.673461398905e-01,1.904086e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.2115276586e+00,2.592343640369e+00,4.673484023345e-01,1.607733e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.4677992676e+00,3.140687231011e+00,4.673497103210e-01,1.356999e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.7782794100e+00,3.805024287656e+00,4.673503440722e-01,1.149776e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.1544346900e+00,4.609890659461e+00,4.673504968301e-01,9.795877e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.6101572157e+00,5.585012398499e+00,4.673502992373e-01,8.404973e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.1622776602e+00,6.766403665940e+00,4.673498384506e-01,7.273793e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.8311868496e+00,8.197696886382e+00,4.673491716828e-01,6.358750e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,4.6415888336e+00,9.931754280163e+00,4.673483357199e-01,5.622970e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,5.6234132519e+00,1.203262029822e+01,4.673473534885e-01,5.035282e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,6.8129206906e+00,1.457788706920e+01,4.673462387407e-01,4.569254e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,8.2540418527e+00,1.766156022640e+01,4.673449993588e-01,4.202349e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.0000000000e+01,2.139753095263e+01,4.673436398871e-01,3.915175e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.2115276586e+01,2.592378247636e+01,4.673421634104e-01,3.690856e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.4677992676e+01,3.140748635169e+01,4.673405732590e-01,3.514504e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.7782794100e+01,3.805117671467e+01,4.673388745303e-01,3.372806e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.1544346900e+01,4.610023049017e+01,4.673370755687e-01,3.253718e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,2.6101572157e+01,5.585192971752e+01,4.673351894704e-01,3.146297e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.1622776602e+01,6.766644055121e+01,4.673332355608e-01,3.040677e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,3.8311868496e+01,8.198011424195e+01,4.673312406287e-01,2.928215e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,4.6415888336e+01,9.932160115114e+01,4.673292395427e-01,2.801814e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,5.6234132519e+01,1.203313727699e+02,4.673272748794e-01,2.656415e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,6.8129206906e+01,1.457853728070e+02,4.673253948185e-01,2.489555e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,8.2540418527e+01,1.766236712595e+02,4.673236488531e-01,2.301838e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,7,5.0118723363e-02,1.0000000000e+02,2.139851805109e+02,4.673220816565e-01,2.097053e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e-03,2.144536129508e-03,4.663013069542e-01,3.626376e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.2115276586e-03,2.598164728042e-03,4.663013262987e-01,4.961727e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.4677992676e-03,3.147748196262e-03,4.663013608793e-01,6.816188e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.7782794100e-03,3.813583531562e-03,4.663014184222e-01,9.403867e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.1544346900e-03,4.620261015882e-03,4.663015103749e-01,1.303197e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.6101572157e-03,5.597572295978e-03,4.663016532288e-01,1.814273e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.1622776602e-03,6.781610462377e-03,4.663018729419e-01,2.537454e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.8311868496e-03,8.216102804524e-03,4.663022044281e-01,3.565079e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,4.6415888336e-03,9.954025163600e-03,4.663027024069e-01,5.030900e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,5.6234132519e-03,1.205955758701e-02,4.663034453239e-01,7.128774e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,6.8129206906e-03,1.461045303510e-02,4.663045474506e-01,1.013961e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,8.2540418527e-03,1.770090615381e-02,4.663061755686e-01,1.446991e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e-02,2.144502708937e-02,4.663085739330e-01,2.070634e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.2115276586e-02,2.598104734902e-02,4.663120937172e-01,2.969167e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.4677992676e-02,3.147641014926e-02,4.663172390568e-01,4.262762e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.7782794100e-02,3.813392935739e-02,4.663247244660e-01,6.120854e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.1544346900e-02,4.619923809883e-02,4.663355454960e-01,8.778268e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.6101572157e-02,5.596979339211e-02,4.663510542904e-01,1.255213e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.1622776602e-02,6.780575935480e-02,4.663730176107e-01,1.785414e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.8311868496e-02,8.214316461918e-02,4.664036097609e-01,2.518695e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,4.6415888336e-02,9.950982981407e-02,4.664452589543e-01,3.510585e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,5.6234132519e-02,1.205447017146e-01,4.665002419782e-01,4.812235e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,6.8129206906e-02,1.460214197656e-01,4.665699526491e-01,6.453594e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,8.2540418527e-02,1.768771449249e-01,4.666539510340e-01,8.422027e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e-01,2.142478314074e-01,4.667491817448e-01,1.064561e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.2115276586e-01,2.595111335850e-01,4.668499735993e-01,1.299464e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.4677992676e-01,3.143381081745e-01,4.669491956118e-01,1.530869e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.7782794100e-01,3.807551382914e-01,4.670401607759e-01,1.743932e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.1544346900e-01,4.612182334539e-01,4.671182823580e-01,1.928639e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.6101572157e-01,5.587028031819e-01,4.671816931680e-01,2.081106e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.1622776602e-01,6.768127132605e-01,4.672308303628e-01,2.202608e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.8311868496e-01,8.199129247168e-01,4.672675273268e-01,2.297554e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,4.6415888336e-01,9.932905919936e-01,4.672941504758e-01,2.371571e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,5.6234132519e-01,1.203350425440e+00,4.673130231243e-01,2.430197e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,6.8129206906e-01,1.457851397727e+00,4.673261418277e-01,2.477972e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,8.2540418527e-01,1.766193469285e+00,4.673350907599e-01,2.514913e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e+00,2.139765155626e+00,4.673410057972e-01,2.357636e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.2115276586e+00,2.592362981338e+00,4.673449155656e-01,1.988642e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.4677992676e+00,3.140703052348e+00,4.673473560402e-01,1.674681e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.7782794100e+00,3.805037159308e+00,4.673487631228e-01,1.413930e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.1544346900e+00,4.609901070141e+00,4.673494413983e-01,1.198797e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.6101572157e+00,5.585020762539e+00,4.673495993408e-01,1.022154e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.1622776602e+00,6.766410331638e+00,4.673493780569e-01,8.777629e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.8311868496e+00,8.197702144405e+00,4.673488719241e-01,7.602743e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,4.6415888336e+00,9.931758372855e+00,4.673481431343e-01,6.651424e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,5.6234132519e+00,1.203262342676e+01,4.673472319758e-01,5.885161e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,6.8129206906e+00,1.457788940006e+01,4.673461640167e-01,5.271318e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,8.2540418527e+00,1.766156189716e+01,4.673449551484e-01,4.782141e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e+01,2.139753207773e+01,4.673436153138e-01,4.393877e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.2115276586e+01,2.592378314907e+01,4.673421512831e-01,4.086016e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.4677992676e+01,3.140748664966e+01,4.673405688251e-01,3.840647e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.7782794100e+01,3.805117670167e+01,4.673388746900e-01,3.641946e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.1544346900e+01,4.610023021864e+01,4.673370783213e-01,3.475791e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,2.6101572157e+01,5.585192923117e+01,4.673351935399e-01,3.329514e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.1622776602e+01,6.766643988353e+01,4.673332401721e-01,3.191823e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,3.8311868496e+01,8.198011342503e+01,4.673312452856e-01,3.052895e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,4.6415888336e+01,9.932160020765e+01,4.673292439821e-01,2.904657e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,5.6234132519e+01,1.203313717171e+02,4.673272789678e-01,2.741243e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,6.8129206906e+01,1.457853716672e+02,4.673253984722e-01,2.559522e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,8.2540418527e+01,1.766236700423e+02,4.673236520735e-01,2.359547e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,8,6.3095734448e-02,1.0000000000e+02,2.139851792278e+02,4.673220844586e-01,2.144651e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e-03,2.144536259262e-03,4.663012787409e-01,2.893797e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.2115276586e-03,2.598164960890e-03,4.663012845087e-01,3.957820e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.4677992676e-03,3.147748610570e-03,4.663012995045e-01,5.435147e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.7782794100e-03,3.813584271780e-03,4.663013279129e-01,7.496200e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.1544346900e-03,4.620262326997e-03,4.663013780501e-01,1.038553e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.6101572157e-03,5.597574623951e-03,4.663014592988e-01,1.445527e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.1622776602e-03,6.781614611406e-03,4.663015876558e-01,2.021390e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.8311868496e-03,8.216110183636e-03,4.663017856294e-01,2.839736e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,4.6415888336e-03,9.954038283500e-03,4.663020877975e-01,4.007256e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,5.6234132519e-03,1.205958091555e-02,4.663025432878e-01,5.678797e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,6.8129206906e-03,1.461049447000e-02,4.663032250254e-01,8.079179e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,8.2540418527e-03,1.770097967009e-02,4.663042388906e-01,1.153470e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e-02,2.144515741366e-02,4.663057401309e-01,1.651833e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.2115276586e-02,2.598127796542e-02,4.663079546130e-01,2.371377e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.4677992676e-02,3.147681718044e-02,4.663112090424e-01,3.410519e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.7782794100e-02,3.813464507769e-02,4.663159723700e-01,4.909942e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.1544346900e-02,4.620048963481e-02,4.663229128222e-01,7.068661e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.6101572157e-02,5.597196483522e-02,4.663329621118e-01,1.016377e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.1622776602e-02,6.780948456547e-02,4.663473967444e-01,1.457200e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.8311868496e-02,8.214945482324e-02,4.663678971213e-01,2.078725e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,4.6415888336e-02,9.952021977134e-02,4.663965618522e-01,2.942187e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,5.6234132519e-02,1.205613580522e-01,4.664357919284e-01,4.116967e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,6.8129206906e-02,1.460470912097e-01,4.664879412625e-01,5.670163e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,8.2540418527e-02,1.769147900145e-01,4.665546533449e-01,7.647202e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e-01,2.142998281282e-01,4.666359318785e-01,1.004540e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.2115276586e-01,2.595782433693e-01,4.667292770393e-01,1.279038e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.4677992676e-01,3.144187144907e-01,4.668294856429e-01,1.573208e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.7782794100e-01,3.808453126500e-01,4.669295776979e-01,1.867239e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.1544346900e-01,4.613127060729e-01,4.670226208101e-01,2.141709e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.6101572157e-01,5.587963049417e-01,4.671035210147e-01,2.382539e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.1622776602e-01,6.769010262940e-01,4.671698723049e-01,2.583296e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.8311868496e-01,8.199933160830e-01,4.672217168621e-01,2.744447e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,4.6415888336e-01,9.933617331545e-01,4.672606844712e-01,2.870930e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,5.6234132519e-01,1.203412054361e+00,4.672890911743e-01,2.969573e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,6.8129206906e-01,1.457903941384e+00,4.673092991375e-01,3.046948e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,8.2540418527e-01,1.766237736394e+00,4.673233779690e-01,3.104285e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e+00,2.139802270210e+00,4.673328998301e-01,2.915776e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.2115276586e+00,2.592393743412e+00,4.673393699193e-01,2.460356e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.4677992676e+00,3.140728384456e+00,4.673435865662e-01,2.069846e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.7782794100e+00,3.805057903585e+00,4.673462152477e-01,1.743548e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.1544346900e+00,4.609917965225e+00,4.673477285895e-01,1.472951e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.6101572157e+00,5.585034443987e+00,4.673484544921e-01,1.249714e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.1622776602e+00,6.766421338802e+00,4.673486178039e-01,1.066371e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.8311868496e+00,8.197710931432e+00,4.673483709785e-01,9.164303e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,4.6415888336e+00,9.931765319329e+00,4.673478162618e-01,7.943266e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,5.6234132519e+00,1.203262884909e+01,4.673470213726e-01,6.953221e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,6.8129206906e+00,1.457789356093e+01,4.673460306252e-01,6.153945e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,8.2540418527e+00,1.766156501443e+01,4.673448726620e-01,5.511258e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e+01,2.139753433087e+01,4.673435661030e-01,4.996003e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.2115276586e+01,2.592378468777e+01,4.673421235442e-01,4.583146e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.4677992676e+01,3.140748759556e+01,4.673405547503e-01,4.251006e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.7782794100e+01,3.805117715651e+01,4.673388691038e-01,3.980620e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.1544346900e+01,4.610023026623e+01,4.673370778388e-01,3.755261e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,2.6101572157e+01,5.585192893910e+01,4.673351959838e-01,3.560101e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.1622776602e+01,6.766643930943e+01,4.673332441371e-01,3.382058e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,3.8311868496e+01,8.198011261474e+01,4.673312499047e-01,3.209826e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,4.6415888336e+01,9.932159919842e+01,4.673292487307e-01,3.034107e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,5.6234132519e+01,1.203313705443e+02,4.673272835227e-01,2.848020e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,6.8129206906e+01,1.457853703520e+02,4.673254026881e-01,2.647595e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,8.2540418527e+01,1.766236686099e+02,4.673236558635e-01,2.432191e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,9,7.9432823472e-02,1.0000000000e+02,2.139851777000e+02,4.673220877953e-01,2.204568e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,10,1.0000000000e-01,1.0000000000e-03,2.144536344886e-03,4.663012601230e-01,2.311840e-08,resolved_min,0
