run_id,solver_hash,model,bc_phason,Omega,k,V,r,status,delta_pen
20260906-125819,7cfda8cdc7345f93,A,clamped,8.9125093813e-01,3.100221178297e+00,2.874797915622e-01,2.908553e-02,resolved_min,7.942879e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.0000000000e+00,3.478505374467e+00,2.874797915622e-01,2.909862e-02,resolved_min,7.079098e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.1220184543e+00,3.902947223541e+00,2.874797915622e-01,2.910482e-02,resolved_min,6.309253e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.2589254118e+00,4.379178810980e+00,2.874797915622e-01,2.910698e-02,resolved_min,5.623128e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.4125375446e+00,4.913519440607e+00,2.874797915622e-01,2.910642e-02,resolved_min,5.011618e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.5848931925e+00,5.513059487933e+00,2.874797915622e-01,2.910381e-02,resolved_min,4.466609e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.7782794100e+00,6.185754485125e+00,2.874797915622e-01,2.909951e-02,resolved_min,3.980869e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,1.9952623150e+00,6.940530686091e+00,2.874797915622e-01,2.909370e-02,resolved_min,3.547954e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,2.2387211386e+00,7.787403512444e+00,2.874797915622e-01,2.908645e-02,resolved_min,3.162117e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,2.5118864315e+00,8.737610452058e+00,2.874797915622e-01,2.907774e-02,resolved_min,2.818240e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,2.8183829313e+00,9.803760173710e+00,2.874797915622e-01,2.906751e-02,resolved_min,2.511759e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,3.1622776602e+00,1.099999983645e+01,2.874797915622e-01,2.905560e-02,resolved_min,2.238607e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,3.5481338923e+00,1.234220281382e+01,2.874797915622e-01,2.904177e-02,resolved_min,1.995161e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,3.9810717055e+00,1.384817932384e+01,2.874797915622e-01,2.902567e-02,resolved_min,1.778189e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,4.4668359215e+00,1.553791275984e+01,2.874797915622e-01,2.900671e-02,resolved_min,1.584813e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,5.0118723363e+00,1.743382485787e+01,2.874797915622e-01,2.898323e-02,resolved_min,1.412466e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,5.6234132519e+00,1.956107321960e+01,2.874797915622e-01,2.769724e-02,resolved_min,1.258861e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,6.3095734448e+00,2.194788513834e+01,2.874797915622e-01,2.468797e-02,resolved_min,1.121961e-01
20260906-125819,7cfda8cdc7345f93,A,clamped,7.0794578438e+00,2.462593215812e+01,2.874797915622e-01,2.200381e-02,resolved_min,9.999492e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,7.9432823472e+00,2.763075033580e+01,2.874797915622e-01,1.961127e-02,resolved_min,8.912057e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,8.9125093813e+00,3.100221178297e+01,2.874797915622e-01,1.747880e-02,resolved_min,7.942879e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.0000000000e+01,3.478505374467e+01,2.874797915622e-01,1.557818e-02,resolved_min,7.079098e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.1220184543e+01,3.902947223541e+01,2.874797915622e-01,1.388420e-02,resolved_min,6.309253e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.2589254118e+01,4.379178810980e+01,2.874797915622e-01,1.237442e-02,resolved_min,5.623128e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.4125375446e+01,4.913519440607e+01,2.874797915622e-01,1.102880e-02,resolved_min,5.011618e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.5848931925e+01,5.513059487933e+01,2.874797915622e-01,9.829505e-03,resolved_min,4.466609e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.7782794100e+01,6.185754485125e+01,2.874797915622e-01,8.760622e-03,resolved_min,3.980869e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,1.9952623150e+01,6.940530686091e+01,2.874797915622e-01,7.807972e-03,resolved_min,3.547954e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,2.2387211386e+01,7.787403512444e+01,2.874797915622e-01,6.958919e-03,resolved_min,3.162117e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,2.5118864315e+01,8.737610452058e+01,2.874797915622e-01,6.202198e-03,resolved_min,2.818240e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,2.8183829313e+01,9.803760173710e+01,2.874797915622e-01,5.527770e-03,resolved_min,2.511759e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,3.1622776602e+01,1.099999983645e+02,2.874797915622e-01,4.926688e-03,resolved_min,2.238607e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,3.5481338923e+01,1.234220281382e+02,2.874797915622e-01,4.390977e-03,resolved_min,1.995161e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,3.9810717055e+01,1.384817932384e+02,2.874797915622e-01,3.913529e-03,resolved_min,1.778189e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,4.4668359215e+01,1.553791275984e+02,2.874797915622e-01,3.488010e-03,resolved_min,1.584813e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,5.0118723363e+01,1.743382485787e+02,2.874797915622e-01,3.108775e-03,resolved_min,1.412466e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,5.6234132519e+01,1.956107321960e+02,2.874797915622e-01,2.770794e-03,resolved_min,1.258861e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,6.3095734448e+01,2.194788513834e+02,2.874797915622e-01,2.469581e-03,resolved_min,1.121961e-02
20260906-125819,7cfda8cdc7345f93,A,clamped,7.0794578438e+01,2.462593215812e+02,2.874797915622e-01,2.201142e-03,resolved_min,9.999492e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,7.9432823472e+01,2.763075033580e+02,2.874797915622e-01,1.961917e-03,resolved_min,8.912057e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,8.9125093813e+01,3.100221178297e+02,2.874797915622e-01,1.748734e-03,resolved_min,7.942879e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.0000000000e+02,3.478505374467e+02,2.874797915622e-01,1.558768e-03,resolved_min,7.079098e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.1220184543e+02,3.902947223541e+02,2.874797915622e-01,1.389500e-03,resolved_min,6.309253e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.2589254118e+02,5.464125982329e+02,2.303983136307e-01,4.773726e-04,resolved_min,2.687816e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.4125375446e+02,7.649776178992e+02,1.846508331187e-01,1.912894e-04,resolved_min,1.614629e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.5848931925e+02,5.513059487933e+02,2.874797915622e-01,9.846926e-04,resolved_min,4.466609e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.7782794100e+02,7.718283098589e+02,2.303983136307e-01,3.382541e-04,resolved_min,1.902828e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,1.9952623150e+02,1.080559606079e+03,1.846508331187e-01,1.355289e-04,resolved_min,1.143070e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,2.2387211386e+02,7.787403512444e+02,2.874797915622e-01,6.989745e-04,resolved_min,3.162117e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,2.5118864315e+02,1.090236465678e+03,2.303983136307e-01,2.400304e-04,resolved_min,1.347099e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,2.8183829313e+02,1.526331012789e+03,1.846508331187e-01,9.614922e-05,resolved_min,8.092314e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,3.1622776602e+02,1.099999983645e+03,2.874797915622e-01,4.983840e-04,resolved_min,2.238607e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,3.5481338923e+02,1.539999940288e+03,2.303983136307e-01,1.710022e-04,resolved_min,9.536732e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,3.9810717055e+02,2.155999861087e+03,1.846508331187e-01,6.845110e-05,resolved_min,5.728919e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,4.4668359215e+02,1.553791275984e+03,2.874797915622e-01,3.592067e-04,resolved_min,1.584813e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,5.0118723363e+02,2.175307734373e+03,2.303983136307e-01,1.229651e-04,resolved_min,6.751489e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,5.6234132519e+02,3.045430749986e+03,1.846508331187e-01,4.912699e-05,resolved_min,4.055764e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,6.3095734448e+02,2.194788513834e+03,2.874797915622e-01,2.640152e-04,resolved_min,1.121961e-03
20260906-125819,7cfda8cdc7345f93,A,clamped,7.0794578438e+02,3.072703845910e+03,2.303983136307e-01,8.991943e-05,resolved_min,4.779688e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,7.9432823472e+02,4.301785273904e+03,1.846508331187e-01,3.577141e-05,resolved_min,2.871261e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,8.9125093813e+02,3.100221178297e+03,2.874797915622e-01,1.982205e-04,resolved_min,7.942879e-04
20260906-125819,7cfda8cdc7345f93,A,clamped,1.0000000000e+03,4.340309545855e+03,2.303983136307e-01,6.703920e-05,resolved_min,3.383760e-04
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e-03,2.144536488115e-03,4.663012289797e-01,1.958333e-10,resolved_min,1.292032e+03
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e-03,2.406209561371e-03,4.663012201077e-01,2.197304e-10,resolved_min,1.151525e+03
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e-03,2.699811592876e-03,4.663012097274e-01,2.464164e-10,resolved_min,1.026297e+03
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e-03,3.029238501911e-03,4.663011987111e-01,2.764663e-10,resolved_min,9.146881e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e-03,3.398861587279e-03,4.663011869600e-01,3.101009e-10,resolved_min,8.152165e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e-03,3.813585525245e-03,4.663011746471e-01,3.478501e-10,resolved_min,7.265623e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e-03,4.278913451596e-03,4.663011620916e-01,3.902399e-10,resolved_min,6.475492e+02
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e-03,4.801020006192e-03,4.663011476064e-01,4.377111e-10,resolved_min,5.771287e+02
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e-03,5.386833215146e-03,4.663011330010e-01,4.910006e-10,resolved_min,5.143664e+02
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e-03,6.044126479347e-03,4.663011174393e-01,5.507235e-10,resolved_min,4.584294e+02
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e-03,6.781621693717e-03,4.663011006789e-01,6.177199e-10,resolved_min,4.085755e+02
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e-03,7.609104972236e-03,4.663010834102e-01,6.928777e-10,resolved_min,3.641432e+02
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e-03,8.537556515840e-03,4.663010661363e-01,7.770909e-10,resolved_min,3.245429e+02
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e-03,9.579296401547e-03,4.663010449064e-01,8.715805e-10,resolved_min,2.892491e+02
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e-03,1.074814780837e-02,4.663010246629e-01,9.774793e-10,resolved_min,2.577934e+02
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e-03,1.205962076217e-02,4.663010025608e-01,1.096280e-09,resolved_min,2.297585e+02
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e-03,1.353111775546e-02,4.663009781475e-01,1.229441e-09,resolved_min,2.047724e+02
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e-03,1.518216463435e-02,4.663009534110e-01,1.378779e-09,resolved_min,1.825035e+02
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e-03,1.703466984561e-02,4.663009274165e-01,1.546161e-09,resolved_min,1.626564e+02
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e-03,1.911321506926e-02,4.663008996152e-01,1.733871e-09,resolved_min,1.449676e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e-02,2.144538136374e-02,4.663008705877e-01,1.944219e-09,resolved_min,1.292024e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e-02,2.406211527242e-02,4.663008391402e-01,2.180081e-09,resolved_min,1.151517e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e-02,2.699813928445e-02,4.663008063371e-01,2.444416e-09,resolved_min,1.026290e+02
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e-02,3.029241277875e-02,4.663007713977e-01,2.740709e-09,resolved_min,9.146817e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e-02,3.398864885745e-02,4.663007344329e-01,3.072775e-09,resolved_min,8.152104e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e-02,3.813589445924e-02,4.663006952517e-01,3.444906e-09,resolved_min,7.265566e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e-02,4.278918120983e-02,4.663006532386e-01,3.861935e-09,resolved_min,6.475438e+01
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e-02,4.801025544837e-02,4.663006096637e-01,4.329214e-09,resolved_min,5.771236e+01
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e-02,5.386839800615e-02,4.663005629428e-01,4.852762e-09,resolved_min,5.143616e+01
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e-02,6.044134302946e-02,4.663005138537e-01,5.439323e-09,resolved_min,4.584249e+01
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e-02,6.781630989640e-02,4.663004614965e-01,6.096389e-09,resolved_min,4.085712e+01
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e-02,7.609116023533e-02,4.663004061658e-01,6.832391e-09,resolved_min,3.641392e+01
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e-02,8.537569673937e-02,4.663003474734e-01,7.656710e-09,resolved_min,3.245391e+01
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e-02,9.579312003338e-02,4.663002854436e-01,8.579861e-09,resolved_min,2.892454e+01
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e-02,1.074816637062e-01,4.663002193540e-01,9.613568e-09,resolved_min,2.577900e+01
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e-02,1.205964281157e-01,4.663001499934e-01,1.077092e-08,resolved_min,2.297553e+01
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e-02,1.353114395109e-01,4.663000754118e-01,1.206654e-08,resolved_min,2.047694e+01
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e-02,1.518219574797e-01,4.662999977978e-01,1.351676e-08,resolved_min,1.825007e+01
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e-02,1.703470683227e-01,4.662999149591e-01,1.513977e-08,resolved_min,1.626537e+01
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e-02,1.911325902479e-01,4.662998272445e-01,1.695590e-08,resolved_min,1.449650e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e-01,2.144543362071e-01,4.662997343333e-01,1.898777e-08,resolved_min,1.292000e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e-01,2.406217736223e-01,4.662996359022e-01,2.126062e-08,resolved_min,1.151495e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e-01,2.699821306639e-01,4.662995320091e-01,2.380256e-08,resolved_min,1.026269e+01
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e-01,3.029250052423e-01,4.662994207075e-01,2.664487e-08,resolved_min,9.146614e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e-01,3.398875313400e-01,4.662993038352e-01,2.982236e-08,resolved_min,8.151912e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e-01,3.813601837409e-01,4.662991801072e-01,3.337379e-08,resolved_min,7.265385e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e-01,4.278932841362e-01,4.662990490717e-01,3.734219e-08,resolved_min,6.475267e+00
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e-01,4.801043043106e-01,4.662989101468e-01,4.177541e-08,resolved_min,5.771075e+00
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e-01,5.386860593333e-01,4.662987630715e-01,4.672652e-08,resolved_min,5.143463e+00
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e-01,6.044159010855e-01,4.662986076645e-01,5.225445e-08,resolved_min,4.584105e+00
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e-01,6.781660349648e-01,4.662984427306e-01,5.842449e-08,resolved_min,4.085576e+00
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e-01,7.609150906227e-01,4.662982685009e-01,6.530897e-08,resolved_min,3.641263e+00
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e-01,8.537611131908e-01,4.662980831554e-01,7.298792e-08,resolved_min,3.245270e+00
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e-01,9.579361267964e-01,4.662978873600e-01,8.154984e-08,resolved_min,2.892340e+00
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e-01,1.074822490137e+00,4.662976800601e-01,9.109246e-08,resolved_min,2.577792e+00
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e-01,1.205971236658e+00,4.662974605834e-01,1.017236e-07,resolved_min,2.297451e+00
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e-01,1.353122657403e+00,4.662972281399e-01,1.135620e-07,resolved_min,2.047598e+00
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e-01,1.518229392883e+00,4.662969823286e-01,1.267385e-07,resolved_min,1.824916e+00
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e-01,1.703482348704e+00,4.662967217293e-01,1.413966e-07,resolved_min,1.626451e+00
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e-01,1.911339759786e+00,4.662964465478e-01,1.576940e-07,resolved_min,1.449570e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e+00,2.144559823638e+00,4.662961550326e-01,1.758032e-07,resolved_min,1.291924e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e+00,2.406237290193e+00,4.662958465795e-01,1.959129e-07,resolved_min,1.151423e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e+00,2.699844534435e+00,4.662955202558e-01,2.182290e-07,resolved_min,1.026201e+00
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e+00,3.029277634490e+00,4.662951749751e-01,2.429755e-07,resolved_min,9.145974e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e+00,3.398908070921e+00,4.662948098010e-01,2.703956e-07,resolved_min,8.151309e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e+00,3.813640734779e+00,4.662944240714e-01,3.007528e-07,resolved_min,7.264816e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e+00,4.278979026772e+00,4.662940160457e-01,3.343315e-07,resolved_min,6.474731e-01
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e+00,4.801097873442e+00,4.662935848386e-01,3.714376e-07,resolved_min,5.770569e-01
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e+00,5.386925678125e+00,4.662931292537e-01,4.123991e-07,resolved_min,5.142986e-01
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e+00,6.044236259936e+00,4.662926480796e-01,4.575659e-07,resolved_min,4.583655e-01
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e+00,6.781752014292e+00,4.662921400701e-01,5.073099e-07,resolved_min,4.085153e-01
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e+00,7.609259661227e+00,4.662916039540e-01,5.620236e-07,resolved_min,3.640864e-01
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e+00,8.537740117573e+00,4.662910384612e-01,6.221194e-07,resolved_min,3.244893e-01
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e+00,9.579514217428e+00,4.662904423048e-01,6.880268e-07,resolved_min,2.891986e-01
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e+00,1.074840621326e+01,4.662898142136e-01,7.601897e-07,resolved_min,2.577458e-01
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e+00,1.205992723487e+01,4.662891526943e-01,8.390624e-07,resolved_min,2.297137e-01
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e+00,1.353148109485e+01,4.662884573074e-01,9.251040e-07,resolved_min,2.047302e-01
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e+00,1.518259530863e+01,4.662877261715e-01,1.018772e-06,resolved_min,1.824638e-01
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e+00,1.703518016525e+01,4.662869585287e-01,1.120514e-06,resolved_min,1.626190e-01
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e+00,1.911381951703e+01,4.662861535026e-01,1.230758e-06,resolved_min,1.449324e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e+01,2.144609700820e+01,4.662853103844e-01,1.349901e-06,resolved_min,1.291693e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e+01,2.406296211447e+01,4.662844287267e-01,1.478294e-06,resolved_min,1.151206e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e+01,2.699914085065e+01,4.662835083376e-01,1.616231e-06,resolved_min,1.025998e-01
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e+01,3.029359658451e+01,4.662825494102e-01,1.763928e-06,resolved_min,9.144074e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e+01,3.399004708155e+01,4.662815525553e-01,1.921509e-06,resolved_min,8.149531e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e+01,3.813754463227e+01,4.662805188917e-01,2.088989e-06,resolved_min,7.263153e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e+01,4.279112695903e+01,4.662794501484e-01,2.266257e-06,resolved_min,6.473178e-02
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e+01,4.801254753676e+01,4.662783487701e-01,2.453069e-06,resolved_min,5.769122e-02
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e+01,5.387109503175e+01,4.662772178715e-01,2.649037e-06,resolved_min,5.141639e-02
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e+01,6.044451262441e+01,4.662760619442e-01,2.853638e-06,resolved_min,4.582404e-02
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e+01,6.782002970232e+01,4.662748857599e-01,3.066233e-06,resolved_min,4.083993e-02
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e+01,7.609551912664e+01,4.662736956207e-01,3.286107e-06,resolved_min,3.639791e-02
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e+01,8.538079590547e+01,4.662724987880e-01,3.512536e-06,resolved_min,3.243903e-02
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e+01,9.579907420739e+01,4.662713036078e-01,3.744889e-06,resolved_min,2.891075e-02
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e+01,1.074886021558e+02,4.662701194132e-01,3.982768e-06,resolved_min,2.576623e-02
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e+01,1.206044960792e+02,4.662689563589e-01,4.226196e-06,resolved_min,2.296374e-02
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e+01,1.353207985727e+02,4.662678251497e-01,4.475843e-06,resolved_min,2.046607e-02
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e+01,1.518327876916e+02,4.662667366828e-01,4.733308e-06,resolved_min,1.824008e-02
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e+01,1.703595679605e+02,4.662657015591e-01,5.001413e-06,resolved_min,1.625621e-02
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e+01,1.911469775997e+02,4.662647295425e-01,5.284523e-06,resolved_min,1.448813e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.0000000000e+02,2.144708505578e+02,4.662638290467e-01,5.588841e-06,resolved_min,1.291237e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.1220184543e+02,2.406406767173e+02,4.662630065739e-01,5.922659e-06,resolved_min,1.150800e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.2589254118e+02,2.700037087495e+02,4.662622664055e-01,6.296535e-06,resolved_min,1.025639e-02
20260906-125819,7cfda8cdc7345f93,C,free,1.4125375446e+02,3.029495701963e+02,4.662616103754e-01,6.723365e-06,resolved_min,9.140918e-03
20260906-125819,7cfda8cdc7345f93,C,free,1.5848931925e+02,3.399154258008e+02,4.662610379412e-01,7.218335e-06,resolved_min,8.146773e-03
20260906-125819,7cfda8cdc7345f93,C,free,1.7782794100e+02,3.813917826780e+02,4.662605464524e-01,7.798713e-06,resolved_min,7.260759e-03
20260906-125819,7cfda8cdc7345f93,C,free,1.9952623150e+02,4.279289992252e+02,4.662601316063e-01,8.483441e-06,resolved_min,6.471112e-03
20260906-125819,7cfda8cdc7345f93,C,free,2.2387211386e+02,4.801445881178e+02,4.662597879827e-01,9.292444e-06,resolved_min,5.767349e-03
20260906-125819,7cfda8cdc7345f93,C,free,2.5118864315e+02,5.387314101870e+02,4.662595096576e-01,1.024553e-05,resolved_min,5.140130e-03
20260906-125819,7cfda8cdc7345f93,C,free,2.8183829313e+02,6.044668679810e+02,4.662592907165e-01,1.136070e-05,resolved_min,4.581126e-03
20260906-125819,7cfda8cdc7345f93,C,free,3.1622776602e+02,6.782232208432e+02,4.662591257546e-01,1.265188e-05,resolved_min,4.082918e-03
20260906-125819,7cfda8cdc7345f93,C,free,3.5481338923e+02,7.609791585689e+02,4.662590101690e-01,1.412599e-05,resolved_min,3.638894e-03
20260906-125819,7cfda8cdc7345f93,C,free,3.9810717055e+02,8.538327868297e+02,4.662589405025e-01,1.578009e-05,resolved_min,3.243160e-03
20260906-125819,7cfda8cdc7345f93,C,free,4.4668359215e+02,9.580161967684e+02,4.662589146799e-01,1.759934e-05,resolved_min,2.890464e-03
20260906-125819,7cfda8cdc7345f93,C,free,5.0118723363e+02,1.074911811925e+03,4.662589321909e-01,1.955730e-05,resolved_min,2.576124e-03
20260906-125819,7cfda8cdc7345f93,C,free,5.6234132519e+02,1.206070729059e+03,4.662589943040e-01,2.161937e-05,resolved_min,2.295970e-03
20260906-125819,7cfda8cdc7345f93,C,free,6.3095734448e+02,1.353233295357e+03,4.662591045056e-01,2.374907e-05,resolved_min,2.046282e-03
20260906-125819,7cfda8cdc7345f93,C,free,7.0794578438e+02,1.518352195874e+03,4.662592686388e-01,2.591521e-05,resolved_min,1.823749e-03
20260906-125819,7cfda8cdc7345f93,C,free,7.9432823472e+02,1.703618355063e+03,4.662594954813e-01,2.809745e-05,resolved_min,1.625416e-03
20260906-125819,7cfda8cdc7345f93,C,free,8.9125093813e+02,1.911489996786e+03,4.662597971384e-01,3.028830e-05,resolved_min,1.448651e-03
