run_id,solver_hash,model,bc_phason,bc_thermal,Omega,k,V,r,status,n_ad,n_grazing,condB,jump,root_flags,max_root_res,k_comp,r_comp,P_w,delta_pen,delta_pen_weighted,rel_xtol,n_scan
20260906-170036,8c0abbabe66776dd,A,free,isothermal,3.9810717055e+01,1.281213471407e+02,3.107266505061e-01,1.982810e-07,resolved_min,5,0,5.043348e+06,0,0,6.237e-17,1.281213471407e+02,1.982810e-07,9.909392e-01,4.997056e-02,3.309335e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,4.4668359215e+01,1.437545183081e+02,3.107266452618e-01,1.857619e-07,resolved_min,5,0,5.383235e+06,0,0,5.953e-17,1.437545183081e+02,1.857619e-07,9.909389e-01,4.453628e-02,2.948687e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,5.0118723363e+01,1.612952248563e+02,3.107266405895e-01,1.729084e-07,resolved_min,5,0,5.783408e+06,0,0,5.208e-17,1.612952248551e+02,1.729084e-07,9.909387e-01,3.969297e-02,2.627270e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,5.6234132519e+01,1.809762212698e+02,3.107266364856e-01,1.599729e-07,resolved_min,5,0,6.251058e+06,0,0,5.997e-17,1.809762212698e+02,1.599729e-07,9.909385e-01,3.537638e-02,2.340820e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,6.3095734448e+01,2.030586623789e+02,3.107266329289e-01,1.471872e-07,resolved_min,5,0,6.794069e+06,0,0,3.171e-17,2.030586623789e+02,1.471872e-07,9.909384e-01,3.152922e-02,2.085534e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,7.0794578438e+01,2.278355687266e+02,3.107266298852e-01,1.347510e-07,resolved_min,5,0,7.421094e+06,0,0,1.194e-16,2.278355687266e+02,1.347510e-07,9.909382e-01,2.810043e-02,1.858026e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,7.9432823472e+01,2.556357147761e+02,3.107266273103e-01,1.228253e-07,resolved_min,5,0,8.141648e+06,0,0,4.861e-17,2.556357147761e+02,1.228253e-07,9.909381e-01,2.504453e-02,1.655276e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,8.9125093813e+01,2.868279915479e+02,3.107266251539e-01,1.115297e-07,resolved_min,5,0,8.966222e+06,0,0,6.092e-17,2.868279915479e+02,1.115297e-07,9.909380e-01,2.232095e-02,1.474594e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.0000000000e+02,3.218263015808e+02,3.107266233642e-01,1.009447e-07,resolved_min,5,0,9.906417e+06,0,0,4.664e-17,3.218263015808e+02,1.009447e-07,9.909379e-01,1.989357e-02,1.313581e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.1220184543e+02,3.610950511664e+02,3.107266218901e-01,9.111553e-08,resolved_min,5,0,1.097508e+07,0,0,2.019e-16,3.610950511694e+02,9.111553e-08,9.909378e-01,1.773016e-02,1.170100e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.2589254118e+02,4.051553127388e+02,3.107266206838e-01,8.205846e-08,resolved_min,5,0,1.218643e+07,0,0,4.356e-17,4.051553127388e+02,8.205846e-08,9.909378e-01,1.580202e-02,1.042245e-02,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.4125375446e+02,4.545917391880e+02,3.107266197019e-01,7.376689e-08,resolved_min,5,0,1.355622e+07,0,0,1.631e-17,4.545917391880e+02,7.376689e-08,9.909377e-01,1.408356e-02,9.283147e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.5848931925e+02,5.100603218688e+02,3.107266188937e-01,6.621755e-08,resolved_min,5,0,1.510174e+07,0,0,9.853e-17,5.100603218487e+02,6.621756e-08,9.909377e-01,1.255198e-02,8.267946e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.7782794100e+02,5.722970951058e+02,3.107266182629e-01,5.937578e-08,resolved_min,5,0,1.684188e+07,0,0,1.101e-16,5.722970951058e+02,5.937578e-08,9.909377e-01,1.118697e-02,7.363324e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.9952623150e+02,6.421279031212e+02,3.107266177455e-01,5.319986e-08,resolved_min,5,0,1.879704e+07,0,0,8.503e-17,6.421279031212e+02,5.319986e-08,9.909377e-01,9.970394e-03,6.557223e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,2.2387211386e+02,7.204793582780e+02,3.107266173342e-01,4.764452e-08,resolved_min,5,0,2.098877e+07,0,0,8.205e-17,7.204793582780e+02,4.764452e-08,9.909376e-01,8.886123e-03,5.838889e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,2.5118864315e+02,8.083911367856e+02,3.107266170059e-01,4.266338e-08,resolved_min,5,0,2.343931e+07,0,0,1.132e-16,8.083911367856e+02,4.266338e-08,9.909376e-01,7.919765e-03,5.198736e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,2.8183829313e+02,9.070297745298e+02,3.107266167448e-01,3.821073e-08,resolved_min,5,0,2.617066e+07,0,0,4.652e-17,9.070297745298e+02,3.821073e-08,9.909376e-01,7.058498e-03,4.628216e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,3.1622776602e+02,1.017704146302e+03,3.107266165378e-01,3.424256e-08,resolved_min,5,0,2.920343e+07,0,0,6.142e-17,1.017704146302e+03,3.424256e-08,9.909376e-01,6.290892e-03,4.119709e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,3.5481338923e+02,1.141882833772e+03,3.107266163739e-01,3.071695e-08,resolved_min,5,0,3.255532e+07,0,0,8.868e-17,1.141882833772e+03,3.071695e-08,9.909376e-01,5.606764e-03,3.666425e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,3.9810717055e+02,1.281213612680e+03,3.107266162437e-01,2.759404e-08,resolved_min,5,0,3.623972e+07,0,0,9.670e-17,1.281213612680e+03,2.759404e-08,9.909376e-01,4.997033e-03,3.262310e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,4.4668359215e+02,1.437545317828e+03,3.107266161361e-01,2.483545e-08,resolved_min,5,0,4.026503e+07,0,0,4.373e-17,1.437545317828e+03,2.483545e-08,9.909376e-01,4.453611e-03,2.901974e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,5.0118723363e+02,1.612952375852e+03,3.107266160679e-01,2.240421e-08,resolved_min,5,0,4.463447e+07,0,0,1.127e-16,1.612952376104e+03,2.240352e-08,9.909376e-01,3.969285e-03,2.580613e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,5.6234132519e+02,1.809762332291e+03,3.107266159520e-01,2.026174e-08,resolved_min,5,0,4.935410e+07,0,0,6.407e-17,1.809762332291e+03,2.026174e-08,9.909376e-01,3.537628e-03,2.293956e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,6.3095734448e+02,2.030586735914e+03,3.107266157712e-01,1.837698e-08,resolved_min,5,0,5.441591e+07,0,0,1.143e-16,2.030586735914e+03,1.837698e-08,9.909376e-01,3.152915e-03,2.038208e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,7.0794578438e+02,2.278355790146e+03,3.107266158543e-01,1.670003e-08,resolved_min,5,0,5.988012e+07,0,0,1.598e-16,2.278355790146e+03,1.670003e-08,9.909376e-01,2.810038e-03,1.809999e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,7.9432823472e+02,2.556357246170e+03,3.107266153487e-01,1.529196e-08,resolved_min,5,0,6.539382e+07,0,0,1.467e-16,2.556357246170e+03,1.529196e-08,9.909376e-01,2.504449e-03,1.606343e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,8.9125093813e+02,2.868280003873e+03,3.107266155781e-01,1.388544e-08,resolved_min,5,0,7.201787e+07,0,0,3.419e-17,2.868280003873e+03,1.388544e-08,9.909376e-01,2.232093e-03,1.424594e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,A,free,isothermal,1.0000000000e+03,3.218263094240e+03,3.107266157916e-01,1.264601e-08,resolved_min,5,0,7.907635e+07,0,0,7.243e-17,3.218263094240e+03,1.264601e-08,9.909376e-01,1.989355e-03,1.262403e-03,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e-03,2.144536483537e-03,4.663012299753e-01,1.958188e-10,resolved_min,5,0,5.106761e+09,0,0,4.712e-17,2.144536483537e-03,1.958188e-10,1.257335e-17,1.292032e+03,9.514925e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e-03,2.406209563931e-03,4.663012196115e-01,2.197294e-10,resolved_min,5,0,4.551052e+09,0,0,4.230e-17,2.406209563931e-03,2.197294e-10,1.555594e-17,1.151525e+03,8.480184e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e-03,2.699811593538e-03,4.663012096130e-01,2.464208e-10,resolved_min,5,0,4.058100e+09,0,0,4.241e-17,2.699811593538e-03,2.464208e-10,1.935746e-17,1.026297e+03,7.557970e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e-03,3.029238502181e-03,4.663011986695e-01,2.764545e-10,resolved_min,5,0,3.617232e+09,0,0,3.799e-17,3.029238501567e-03,2.764454e-10,2.421106e-17,9.146881e+02,6.736047e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e-03,3.398861587497e-03,4.663011869301e-01,3.101078e-10,resolved_min,5,0,3.224685e+09,0,0,3.725e-17,3.398861586841e-03,3.101139e-10,3.041552e-17,8.152165e+02,6.003506e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e-03,3.813585527890e-03,4.663011743236e-01,3.478559e-10,resolved_min,5,0,2.874754e+09,0,0,2.846e-17,3.813585527890e-03,3.478559e-10,3.835347e-17,7.265623e+02,5.350629e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e-03,4.278913459065e-03,4.663011612777e-01,3.902337e-10,resolved_min,5,0,2.562567e+09,0,0,4.602e-17,4.278913459065e-03,3.902337e-10,4.851409e-17,6.475492e+02,4.768752e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e-03,4.801020008664e-03,4.663011473663e-01,4.377148e-10,resolved_min,5,0,2.284593e+09,0,0,1.211e-16,4.801020006564e-03,4.377131e-10,6.152404e-17,5.771287e+02,4.250153e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e-03,5.386833217077e-03,4.663011328337e-01,4.909851e-10,resolved_min,5,0,2.036722e+09,0,0,2.502e-17,5.386833233603e-03,4.909934e-10,7.818290e-17,5.143664e+02,3.787952e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e-03,6.044126481776e-03,4.663011172520e-01,5.507334e-10,resolved_min,5,0,1.815761e+09,0,0,4.431e-17,6.044126481776e-03,5.507334e-10,9.951322e-17,4.584294e+02,3.376015e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e-03,6.781621693606e-03,4.663011006866e-01,6.177110e-10,resolved_min,5,0,1.618880e+09,0,0,5.249e-17,6.781621685109e-03,6.177175e-10,1.268187e-16,4.085755e+02,3.008875e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e-03,7.609104966974e-03,4.663010837327e-01,6.928362e-10,resolved_min,5,0,1.443343e+09,0,0,8.033e-17,7.609104957317e-03,6.928546e-10,1.617591e-16,3.641432e+02,2.681662e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e-03,8.537556543019e-03,4.663010646518e-01,7.771088e-10,resolved_min,5,0,1.286821e+09,0,0,2.992e-17,8.537556543019e-03,7.771088e-10,2.064599e-16,3.245429e+02,2.390032e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e-03,9.579296400659e-03,4.663010449497e-01,8.715588e-10,resolved_min,5,0,1.147370e+09,0,0,3.849e-17,9.579296400659e-03,8.715588e-10,2.636118e-16,2.892491e+02,2.130118e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e-03,1.074814780864e-02,4.663010246515e-01,9.774940e-10,resolved_min,5,0,1.023024e+09,0,0,4.322e-17,1.074814781857e-02,9.774892e-10,3.366450e-16,2.577934e+02,1.898468e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e-03,1.205962077631e-02,4.663010020142e-01,1.096265e-09,resolved_min,5,0,9.121883e+08,0,0,1.547e-17,1.205962077631e-02,1.096265e-09,4.299395e-16,2.297585e+02,1.692011e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e-03,1.353111773803e-02,4.663009787482e-01,1.229441e-09,resolved_min,5,0,8.133777e+08,0,0,2.741e-17,1.353111773157e-02,1.229443e-09,5.490301e-16,2.047724e+02,1.508005e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e-03,1.518216463426e-02,4.663009534139e-01,1.378778e-09,resolved_min,5,0,7.252798e+08,0,0,4.753e-17,1.518216463426e-02,1.378778e-09,7.009837e-16,1.825035e+02,1.344010e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e-03,1.703466983549e-02,4.663009276937e-01,1.546176e-09,resolved_min,5,0,6.467571e+08,0,0,3.795e-17,1.703466983549e-02,1.546176e-09,8.947292e-16,1.626564e+02,1.197850e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e-03,1.911321506342e-02,4.663008997578e-01,1.733863e-09,resolved_min,5,0,5.767467e+08,0,0,4.358e-17,1.911321506141e-02,1.733863e-09,1.141659e-15,1.449676e+02,1.067584e+02,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e-02,2.144538136398e-02,4.663008705826e-01,1.944220e-09,resolved_min,5,0,5.143451e+08,0,0,4.094e-17,2.144538136346e-02,1.944218e-09,1.456172e-15,1.292024e+02,9.514842e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e-02,2.406211525865e-02,4.663008394071e-01,2.180071e-09,resolved_min,5,0,4.587006e+08,0,0,3.831e-17,2.406211525865e-02,2.180071e-09,1.856569e-15,1.151517e+02,8.480104e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e-02,2.699813928457e-02,4.663008063351e-01,2.444415e-09,resolved_min,5,0,4.090958e+08,0,0,2.882e-17,2.699813927826e-02,2.444420e-09,2.366027e-15,1.026290e+02,7.557894e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e-02,3.029241281166e-02,4.663007708910e-01,2.740708e-09,resolved_min,5,0,3.648693e+08,0,0,5.257e-17,3.029241277162e-02,2.740719e-09,3.013936e-15,9.146817e+01,6.735972e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e-02,3.398864885282e-02,4.663007344964e-01,3.072769e-09,resolved_min,5,0,3.254393e+08,0,0,2.754e-17,3.398864885282e-02,3.072769e-09,3.837429e-15,8.152104e+01,6.003435e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e-02,3.813589445872e-02,4.663006952581e-01,3.444914e-09,resolved_min,5,0,2.902830e+08,0,0,5.651e-17,3.813589445872e-02,3.444914e-09,4.883704e-15,7.265566e+01,5.350560e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e-02,4.278918115934e-02,4.663006537888e-01,3.861935e-09,resolved_min,5,0,2.589376e+08,0,0,2.651e-17,4.278918119232e-02,3.861937e-09,6.212361e-15,6.475438e+01,4.768685e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e-02,4.801025544840e-02,4.663006096634e-01,4.329216e-09,resolved_min,5,0,2.309887e+08,0,0,2.801e-17,4.801025544840e-02,4.329216e-09,7.898898e-15,5.771236e+01,4.250089e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e-02,5.386839798401e-02,4.663005631345e-01,4.852770e-09,resolved_min,5,0,2.060679e+08,0,0,3.672e-17,5.386839801988e-02,4.852764e-09,1.003875e-14,5.143616e+01,3.787889e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e-02,6.044134303498e-02,4.663005138111e-01,5.439319e-09,resolved_min,5,0,1.838465e+08,0,0,1.891e-17,6.044134303498e-02,5.439319e-09,1.275271e-14,4.584249e+01,3.375954e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e-02,6.781630989307e-02,4.663004615195e-01,6.096387e-09,resolved_min,5,0,1.640316e+08,0,0,2.170e-17,6.781630989487e-02,6.096389e-09,1.619347e-14,4.085712e+01,3.008816e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e-02,7.609116023710e-02,4.663004061549e-01,6.832392e-09,resolved_min,5,0,1.463616e+08,0,0,3.807e-17,7.609116028256e-02,6.832395e-09,2.055402e-14,3.641392e+01,2.681604e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e-02,8.537569674148e-02,4.663003474619e-01,7.656709e-09,resolved_min,5,0,1.306044e+08,0,0,7.104e-17,8.537569673690e-02,7.656708e-09,2.607835e-14,3.245391e+01,2.389976e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e-02,9.579312003830e-02,4.663002854196e-01,8.579864e-09,resolved_min,5,0,1.165520e+08,0,0,3.570e-17,9.579312003830e-02,8.579864e-09,3.307463e-14,2.892454e+01,2.130063e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e-02,1.074816637055e-01,4.663002193570e-01,9.613568e-09,resolved_min,5,0,1.040197e+08,0,0,4.765e-17,1.074816636963e-01,9.613567e-09,4.193240e-14,2.577900e+01,1.898415e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e-02,1.205964282088e-01,4.663001496337e-01,1.077092e-08,resolved_min,5,0,9.284258e+07,0,0,1.413e-16,1.205964281885e-01,1.077092e-08,5.314333e-14,2.297553e+01,1.691959e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e-02,1.353114395107e-01,4.663000754125e-01,1.206654e-08,resolved_min,5,0,8.287377e+07,0,0,8.931e-17,1.353114393399e-01,1.206654e-08,6.732874e-14,2.047694e+01,1.507955e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e-02,1.518219574809e-01,4.662999977941e-01,1.351676e-08,resolved_min,5,0,7.398224e+07,0,0,5.203e-17,1.518219574809e-01,1.351676e-08,8.527212e-14,1.825007e+01,1.343961e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e-02,1.703470683307e-01,4.662999149372e-01,1.513977e-08,resolved_min,5,0,6.605119e+07,0,0,4.854e-17,1.703470683307e-01,1.513977e-08,1.079642e-13,1.626537e+01,1.197801e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e-02,1.911325902601e-01,4.662998272146e-01,1.695590e-08,resolved_min,5,0,5.897651e+07,0,0,2.932e-17,1.911325902786e-01,1.695590e-08,1.366542e-13,1.449650e+01,1.067537e+01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e-01,2.144543362080e-01,4.662997343313e-01,1.898778e-08,resolved_min,5,0,5.266546e+07,0,0,5.293e-17,2.144543362224e-01,1.898778e-08,1.729190e-13,1.292000e+01,9.514382e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e-01,2.406217736296e-01,4.662996358879e-01,2.126062e-08,resolved_min,5,0,4.703531e+07,0,0,8.468e-17,2.406217736248e-01,2.126062e-08,2.187483e-13,1.151495e+01,8.479654e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e-01,2.699821306645e-01,4.662995320082e-01,2.380256e-08,resolved_min,5,0,4.201228e+07,0,0,1.153e-16,2.699821310238e-01,2.380256e-08,2.766520e-13,1.026269e+01,7.557452e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e-01,3.029250048718e-01,4.662994212778e-01,2.664486e-08,resolved_min,5,0,3.753069e+07,0,0,6.659e-17,3.029250050592e-01,2.664486e-08,3.497985e-13,9.146614e+00,6.735539e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e-01,3.398875313515e-01,4.662993038194e-01,2.982236e-08,resolved_min,5,0,3.353188e+07,0,0,3.551e-17,3.398875313515e-01,2.982236e-08,4.421820e-13,8.151912e+00,6.003010e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e-01,3.813601833960e-01,4.662991805288e-01,3.337378e-08,resolved_min,5,0,2.996364e+07,0,0,6.276e-17,3.813601833960e-01,3.337378e-08,5.588377e-13,7.265385e+00,5.350143e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e-01,4.278932838544e-01,4.662990493788e-01,3.734219e-08,resolved_min,5,0,2.677936e+07,0,0,4.130e-17,4.278932838544e-01,3.734219e-08,7.061225e-13,6.475267e+00,4.768276e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.2387211386e-01,4.801043043171e-01,4.662989101405e-01,4.177541e-08,resolved_min,5,0,2.393753e+07,0,0,6.498e-17,4.801043043171e-01,4.177541e-08,8.920480e-13,5.771075e+00,4.249686e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.5118864315e-01,5.386860593166e-01,4.662987630859e-01,4.672652e-08,resolved_min,5,0,2.140112e+07,0,0,2.697e-17,5.386860593166e-01,4.672652e-08,1.126713e-12,5.143463e+00,3.787493e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,2.8183829313e-01,6.044159013150e-01,4.662986074875e-01,5.225445e-08,resolved_min,5,0,1.913713e+07,0,0,2.774e-17,6.044159013150e-01,5.225445e-08,1.422853e-12,4.584105e+00,3.375564e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.1622776602e-01,6.781660346166e-01,4.662984429700e-01,5.842449e-08,resolved_min,5,0,1.711611e+07,0,0,1.868e-17,6.781660349750e-01,5.842449e-08,1.796521e-12,4.085576e+00,3.008433e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.5481338923e-01,7.609150912965e-01,4.662982680880e-01,6.530897e-08,resolved_min,5,0,1.531183e+07,0,0,5.127e-17,7.609150913076e-01,6.530897e-08,2.267960e-12,3.641263e+00,2.681227e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,3.9810717055e-01,8.537611131107e-01,4.662980831992e-01,7.298792e-08,resolved_min,5,0,1.370090e+07,0,0,3.616e-17,8.537611131833e-01,7.298792e-08,2.862670e-12,3.245270e+00,2.389605e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,4.4668359215e-01,9.579361268023e-01,4.662978873571e-01,8.154984e-08,resolved_min,5,0,1.226244e+07,0,0,3.043e-17,9.579361275969e-01,8.154984e-08,3.612803e-12,2.892340e+00,2.129697e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.0118723363e-01,1.074822490148e+00,4.662976800552e-01,9.109246e-08,resolved_min,5,0,1.097786e+07,0,0,4.802e-17,1.074822490148e+00,9.109246e-08,4.558872e-12,2.577792e+00,1.898055e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,5.6234132519e-01,1.205971236660e+00,4.662974605826e-01,1.017236e-07,resolved_min,5,0,9.830562e+06,0,0,4.362e-17,1.205971236651e+00,1.017236e-07,5.751932e-12,2.297451e+00,1.691604e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,6.3095734448e-01,1.353122657069e+00,4.662972282549e-01,1.135620e-07,resolved_min,5,0,8.805761e+06,0,0,2.564e-17,1.353122657069e+00,1.135620e-07,7.256320e-12,2.047598e+00,1.507604e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.0794578438e-01,1.518229392895e+00,4.662969823251e-01,1.267385e-07,resolved_min,5,0,7.890263e+06,0,0,2.216e-17,1.518229392895e+00,1.267385e-07,9.153100e-12,1.824916e+00,1.343615e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,7.9432823472e-01,1.703482347616e+00,4.662967220269e-01,1.413966e-07,resolved_min,5,0,7.072305e+06,0,0,3.325e-17,1.703482347616e+00,1.413966e-07,1.154441e-11,1.626451e+00,1.197460e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,8.9125093813e-01,1.911339760045e+00,4.662964464846e-01,1.576940e-07,resolved_min,5,0,6.341395e+06,0,0,4.901e-17,1.911339759769e+00,1.576940e-07,1.455894e-11,1.449570e+00,1.067200e+00,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.0000000000e+00,2.144559823676e+00,4.662961550245e-01,1.758032e-07,resolved_min,5,0,5.688178e+06,0,0,2.795e-17,2.144559823676e+00,1.758032e-07,1.835880e-11,1.291924e+00,9.511061e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.1220184543e+00,2.406237290237e+00,4.662958465710e-01,1.959129e-07,resolved_min,5,0,5.104308e+06,0,0,2.968e-17,2.406237290208e+00,1.959129e-07,2.314823e-11,1.151423e+00,8.476376e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.2589254118e+00,2.699844534475e+00,4.662955202489e-01,2.182290e-07,resolved_min,5,0,4.582342e+06,0,0,3.967e-17,2.699844534440e+00,2.182290e-07,2.918451e-11,1.026201e+00,7.554218e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.4125375446e+00,3.029277633791e+00,4.662951750827e-01,2.429755e-07,resolved_min,5,0,4.115642e+06,0,0,5.137e-17,3.029277633791e+00,2.429755e-07,3.679174e-11,9.145974e-01,6.732347e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.5848931925e+00,3.398908069189e+00,4.662948100386e-01,2.703956e-07,resolved_min,5,0,3.698285e+06,0,0,1.546e-17,3.398908069190e+00,2.703956e-07,4.637813e-11,8.151309e-01,5.999860e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.7782794100e+00,3.813640737093e+00,4.662944237884e-01,3.007528e-07,resolved_min,5,0,3.324990e+06,0,0,4.313e-17,3.813640734897e+00,3.007528e-07,5.845791e-11,7.264816e-01,5.347034e-01,1e-15,160
20260906-170036,8c0abbabe66776dd,B,free,isothermal,1.9952623150e+00,4.278979026930e+00,4.662940160284e-01,3.343315e-07,resolved_min,5,0,2.991043e+06,0,0,2.249e-17,4.278979026894e+00,3.343315e-07,7.367862e-11,6.474731e-01,4.765208e-01,1e-15,160
