run_id,solver_hash,Omega,tau0,V,Delta_T,above_floor
20260906-124742,7cfda8cdc7345f93,2.8183829313e+00,1.0000000000e-01,4.662935938010e-01,2.028170e-06,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+00,1.0000000000e-01,4.662932575757e-01,2.396580e-06,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+00,1.0000000000e-01,4.662929242740e-01,2.831523e-06,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+00,1.0000000000e-01,4.662925982053e-01,3.345001e-06,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+00,1.0000000000e-01,4.662922833124e-01,3.948199e-06,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+00,1.0000000000e-01,4.662919850969e-01,4.655655e-06,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+00,1.0000000000e-01,4.662917092336e-01,5.482733e-06,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+00,1.0000000000e-01,4.662914616736e-01,6.443154e-06,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+00,1.0000000000e-01,4.662912483218e-01,7.553589e-06,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+00,1.0000000000e-01,4.662910746364e-01,8.827401e-06,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+00,1.0000000000e-01,4.662909451710e-01,1.027701e-05,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+01,1.0000000000e-01,4.662908631193e-01,1.190844e-05,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+01,1.0000000000e-01,4.662908298713e-01,1.372799e-05,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+01,1.0000000000e-01,4.662908448369e-01,1.573399e-05,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+01,1.0000000000e-01,4.662909053726e-01,1.792038e-05,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+01,1.0000000000e-01,4.662910070172e-01,2.027630e-05,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+01,1.0000000000e-01,4.662911439003e-01,2.278674e-05,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+01,1.0000000000e-01,4.662913092593e-01,2.543348e-05,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+01,1.0000000000e-01,4.662914960268e-01,2.819614e-05,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+01,1.0000000000e-01,4.662916972913e-01,3.105299e-05,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+01,1.0000000000e-01,4.662919067815e-01,3.398166e-05,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+01,1.0000000000e-01,4.662921190796e-01,3.695956e-05,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+01,1.0000000000e-01,4.662923295376e-01,3.996348e-05,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+01,1.0000000000e-01,4.662925347248e-01,4.297045e-05,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+01,1.0000000000e-01,4.662927319305e-01,4.595677e-05,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+01,1.0000000000e-01,4.662929193730e-01,4.889861e-05,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+01,1.0000000000e-01,4.662930959040e-01,5.177174e-05,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+01,1.0000000000e-01,4.662932609687e-01,5.455195e-05,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+01,1.0000000000e-01,4.662934144475e-01,5.721569e-05,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+01,1.0000000000e-01,4.662935565630e-01,5.974065e-05,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+01,1.0000000000e-01,4.662936878153e-01,6.210696e-05,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+02,1.0000000000e-01,4.662938089051e-01,6.429809e-05,True
20260906-124742,7cfda8cdc7345f93,1.1220184543e+02,1.0000000000e-01,4.662939206879e-01,6.630192e-05,True
20260906-124742,7cfda8cdc7345f93,1.2589254118e+02,1.0000000000e-01,4.662940241417e-01,6.811136e-05,True
20260906-124742,7cfda8cdc7345f93,1.4125375446e+02,1.0000000000e-01,4.662941203691e-01,6.972484e-05,True
20260906-124742,7cfda8cdc7345f93,1.5848931925e+02,1.0000000000e-01,4.662942105531e-01,7.114605e-05,True
20260906-124742,7cfda8cdc7345f93,1.7782794100e+02,1.0000000000e-01,4.662942960064e-01,7.238353e-05,True
20260906-124742,7cfda8cdc7345f93,1.9952623150e+02,1.0000000000e-01,4.662943781710e-01,7.344955e-05,True
20260906-124742,7cfda8cdc7345f93,2.2387211386e+02,1.0000000000e-01,4.662944586552e-01,7.435921e-05,True
20260906-124742,7cfda8cdc7345f93,2.5118864315e+02,1.0000000000e-01,4.662945392794e-01,7.512910e-05,True
20260906-124742,7cfda8cdc7345f93,2.8183829313e+02,1.0000000000e-01,4.662946221402e-01,7.577642e-05,True
20260906-124742,7cfda8cdc7345f93,3.1622776602e+02,1.0000000000e-01,4.662947096651e-01,7.631798e-05,True
20260906-124742,7cfda8cdc7345f93,3.5481338923e+02,1.0000000000e-01,4.662948047660e-01,7.676985e-05,True
20260906-124742,7cfda8cdc7345f93,3.9810717055e+02,1.0000000000e-01,4.662949108987e-01,7.714691e-05,True
20260906-124742,7cfda8cdc7345f93,4.4668359215e+02,1.0000000000e-01,4.662950322532e-01,7.746257e-05,True
20260906-124742,7cfda8cdc7345f93,5.0118723363e+02,1.0000000000e-01,4.662951739372e-01,7.772891e-05,True
20260906-124742,7cfda8cdc7345f93,5.6234132519e+02,1.0000000000e-01,4.662953422166e-01,7.795654e-05,True
20260906-124742,7cfda8cdc7345f93,6.3095734448e+02,1.0000000000e-01,4.662955448160e-01,7.815472e-05,True
20260906-124742,7cfda8cdc7345f93,7.0794578438e+02,1.0000000000e-01,4.662957912642e-01,7.833128e-05,True
20260906-124742,7cfda8cdc7345f93,7.9432823472e+02,1.0000000000e-01,4.662960935369e-01,7.849298e-05,True
20260906-124742,7cfda8cdc7345f93,8.9125093813e+02,1.0000000000e-01,4.662964663110e-01,7.864541e-05,True
20260906-124742,7cfda8cdc7345f93,1.0000000000e+03,1.0000000000e-01,4.662969280808e-01,7.879368e-05,True
