B,n_trials,mc_se_tau_q_pct,fisher_se_tau_q_pct,tq_p5,tq_p95,alpha_p5,alpha_p95,B_p5,B_p95
0.5,200,12.398899655302548,12.36794252231301,0.8408046416109661,1.2311563506959464,0.9825292756389257,1.0171508405032876,0.8417981329992239,1.148985151849982
0.9,200,103.9090035475974,98.7521850111167,0.08451242619725902,5.883228313245222,0.9821746168530676,1.0260030008019974,0.07102413171865521,1.0698335530240282
1.28,200,48.87374634332641,45.63707060914187,0.3445661102221626,1.8455502847173808,0.9797047972129557,1.0192502197476567,0.906003193343078,1.410020749300082
2.41,200,13.275592961214343,13.729919894779814,0.7868596600372055,1.20035305617458,0.9781150595633277,1.0237329008114782,0.9044989265740822,1.1340609924681175
5.0,200,7.204839187985629,8.121588330492424,0.8796782298193055,1.1218046153918246,0.9745016974495051,1.0303440625121303,0.9285825834399722,1.1081446155574808
